sort,family_scientific,family_english,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,red_list,status_birdlife,water_bird,strict_water_bird,ADU,common_name,scientific_name,avibaseid,wikiDataID,iNaturalisttaxonID,IUCNtaxonID,ObservationorgID,GBIFID,Clements--code,Clements--rank,Clements--scientific_name,Clements--common_name,H&M--sort,,,,,
85,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,355,Senegal Coucal,Centropus senegalensis,4A83155BA1B18139,Q749711,1670,22684284,71289,5231999,sencou1,species,Centropus senegalensis,Senegal Coucal,030-004-001-013,,,,,
86,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1036,White-browed Coucal,Centropus superciliosus,BD2BC35CC767F520,Q386116,1630,22684288,71290,5231960,whbcou1,species,Centropus superciliosus,White-browed Coucal,030-004-001-016,,,,,
87,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,358,Western Yellowbill (Blue Malkoha),Ceuthmochares aereus,E0D521B7C12613CE,Q1273372,2010,22725623,71240,2496449,yellow5,species,Ceuthmochares aereus,Blue Malkoha,030-005-002-001,,,,,
88,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1596,Southern Yellowbill (Green Malkoha),Ceuthmochares australis,3A46A20CC5D4A8FE,Q3281645,509818,22725637,157165,6100754,yellow6,species,Ceuthmochares australis,Green Malkoha,030-005-002-001-003,,,,,
89,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,,,348,Jacobin Cuckoo,Clamator jacobinus,BF0A09546401D245,Q839535,1789,22683800,71188,2496468,piecuc1,species,Clamator jacobinus,Pied Cuckoo,030-005-009-001,,,,,
90,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,347,Levaillant’s Cuckoo,Clamator levaillantii,3C8C3A3108123D9C,Q855316,1793,22683808,,2496465,levcuc1,species,Clamator levaillantii,Levaillant's Cuckoo,030-005-009-002,,,,,
91,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,,,346,Great Spotted Cuckoo,Clamator glandarius,3D67C56A490A60AE,Q665363,1787,22683819,966,2496464,grscuc1,species,Clamator glandarius,Great Spotted Cuckoo,030-005-009-004,,,,,
92,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,345,Thick-billed Cuckoo,Pachycoccyx audeberti,2AD52363576C671B,Q18922,2003,22683823,,2496619,thbcuc1,species,Pachycoccyx audeberti,Thick-billed Cuckoo,030-006-001-001,,,,,
93,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,351,Klaas's Cuckoo,Chrysococcyx klaas,1FACD21062D63FCB,Q1189720,1730,22684017,,2496316,klacuc1,species,Chrysococcyx klaas,Klaas's Cuckoo,030-006-007-011,,,,,
94,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,350,African Emerald Cuckoo,Chrysococcyx cupreus,1B309CB5E7D3F87F,Q18956,1736,22684021,71230,2496324,afecuc1,species,Chrysococcyx cupreus,African Emerald Cuckoo,030-006-007-012,,,,,
95,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,352,Diederik Cuckoo,Chrysococcyx caprius,0482FA7E6D2B02F4,Q519634,1738,22684026,71231,2496333,didcuc1,species,Chrysococcyx caprius,Dideric Cuckoo,030-006-007-013,,,,,
96,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,923,Barred Long-tailed Cuckoo,Cercococcyx montanus,B8D4205938E38D19,Q891067,1999,22683913,,2496491,bltcuc1,species,Cercococcyx montanus,Barred Long-tailed Cuckoo,030-006-012-003,,,,,
97,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,343,Red-chested Cuckoo,Cuculus solitarius,26A34DA5474E1A01,Q639053,1903,22683862,,5231903,reccuc1,species,Cuculus solitarius,Red-chested Cuckoo,030-006-015-002,,,,,
98,Cuculidae,Cuckoos and Coucals,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,344,Black Cuckoo,Cuculus clamosus,EDB843347849158F,Q998279,1913,22683866,71198,5231913,blacuc1,species,Cuculus clamosus,Black Cuckoo,030-006-015-003,,,,,
99,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,340,Common Cuckoo,Cuculus canorus,B3D2C3C5B73EC8E8,Q18845,1907,22683873,137,5231918,comcuc,species,Cuculus canorus,Common Cuckoo,030-006-015-005,,,,,
100,Cuculidae,Cuckoos and Coucals,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,341,African Cuckoo,Cuculus gularis,66931B3F993D2FCE,Q1272649,1917,22683879,71200,5231916,afrcuc1,species,Cuculus gularis,African Cuckoo,030-006-015-006,,,,,
101,Cuculidae,Cuckoos and Coucals,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,Least Concern,,,,4130,Lesser Cuckoo,Cuculus poliocephalus,FF41B79FB9A5403D,Q495144,1902,22683889,71202,5231927,lescuc1,species,Cuculus poliocephalus,Lesser Cuckoo,030-006-015-009,,,,,
102,Cuculidae,Cuckoos and Coucals,,,,,,,TRUE,,,,,,,,,,,,,,,,,Least Concern,,,,1620,Madagascar Cuckoo,Cuculus rochii,C2E0717CFAC3E972,Q631863,1923,22683893,71203,5231907,madcuc1,species,Cuculus rochii,Madagascar Cuckoo,030-006-015-010,,,,,
103,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1696,Great Blue Turaco,Corythaeola cristata,002445CB031D320A,Q847182,7250,22688425,72110,2475223,grbtur1,species,Corythaeola cristata,Great Blue Turaco,038-001-001-001,,,,,
104,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1698,White-bellied Go-away-bird,Criniferoides leucogaster,2AA4BC589D77CE49,Q997455,7237,,,2475264,wbgbir1,species,Corythaixoides leucogaster,White-bellied Go-away-bird,038-002-001-001,,,,,
105,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1704,Eastern Grey Plantain-eater,Crinifer zonurus,10B146961C61CA23,Q1061037,7247,22688420,72109,2475212,easple1,species,Crinifer zonurus,Eastern Plantain-eater,038-002-002-001,,,,,
106,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1700,Bare-faced Go-away-bird,Corythaixoides personatus,215428B0D3E72029,Q1078923,7234,22725405,,2475265,bfgbir1,species,Corythaixoides personatus,Bare-faced Go-away-bird,038-002-003-001,,,,,
106.1,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,Bare-faced (Brown-faced) Go-away-bird,Corythaixoides personatus personatus,71A552DA6FBF8B2A,Q27610015,708465,,,7190986,bafgab1,group (monotypic),Corythaixoides personatus personatus,Bare-faced Go-away-bird (Brown-faced),038-002-003-001-001,,,,,
106.2,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bare-faced (Black-faced) Go-away-bird,Corythaixoides (personatus) leopoldi,BEDA5DA64B8F1FBA,Q27610018,558799,,,6177670,bafgab2,group (monotypic),Corythaixoides personatus leopoldi,Bare-faced Go-away-bird (Black-faced),038-002-003-001-002,,,,,
107,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,337,Purple-crested Turaco,Gallirex porphyreolophus,76E45A194EDAD699,Q1063701,7208,,72102,2475239,puctur2,species,Tauraco porphyreolophus,Purple-crested Turaco,038-003-001-001,,,,,
108,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,338,Schalow's Turaco,Tauraco Schalowi,2295218040E89400,Q1164802,7215,22688323,,2475234,schtur1,species,Tauraco schalowi,Schalow's Turaco,038-003-002-001,,,,,
109,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1730,Black-billed Turaco,Tauraco schuettii,C9A1C7731AA8C9D0,Q998480,144573,22688316,72089,2475255,blbtur1,species,Tauraco schuettii,Black-billed Turaco,038-003-002-003,,,,,
110,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Near Threatened,,,,1716,Fischer’s Turaco,Tauraco fischeri ,D5846D2A8A6B9A16,Q1001693,7216,22688327,,2475247,fistur1,species,Tauraco fischeri,Fischer's Turaco,038-003-002-005,,,,,
111,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1720,White-crested Turaco,Tauraco leucolophus,FF2AF138EF023C2D,Q677291,7211,22688369,72100,2475238,whctur2,species,Tauraco leucolophus,White-crested Turaco,038-003-002-012,,,,,
112,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1718,Hartlaub's Turaco,Tauraco hartlaubi,94214F1C2504D48E,Q303233,7204,22688365,,2475233,hartur1,species,Tauraco hartlaubi,Hartlaub's Turaco,038-003-002-002,,,,,
113,Musophagidae,Turacos and Go-Away-Birds,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,942,Ross's Turaco,Musophaga rossae,2C7BA3A6C773C461,Q1076784,7244,22688391,,2475214,rostur1,species,Musophaga rossae,Ross's Turaco,038-003-002-014,,,,,
114,Caprimulgidae,Nightjars,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,371,Eurasian Nightjar,Caprimulgus europaeus,D648523706523437,Q26717,19410,22689887,36,2496831,eurnig1,species,Caprimulgus europaeus,Eurasian Nightjar,025-002-017-003,,,,,
115,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1824,Dusky Nightjar,Caprimulgus fraenatus,E93A0F33DD2ACC11,Q838348,19504,22689893,72346,2496969,somnig1,species,Caprimulgus fraenatus,Sombre Nightjar,025-002-017-004,,,,,
116,Caprimulgidae,Nightjars,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1830,Nubian Nightjar,Caprimulgus nubicus ,626D56E43FDB7848,Q1269353,19420,22689912,72351,2496975,nubnig1,species,Caprimulgus nubicus,Nubian Nightjar,025-002-017-009,,,,,
117,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1818,Donaldson Smith's Nightjar,Caprimulgus donaldsoni,D1D9B61987C08589,Q1255816,19516,22689940,,2496936,dosnig1,species,Caprimulgus donaldsoni,Donaldson-Smith's Nightjar,025-002-017-017,,,,,
118,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,373,Fiery-necked Nightjar,Caprimulgus pectoralis,7E3578A23C6F876C,,,,,,,,,,025-002-017-018,,,,,
118.1,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiery-necked Nightjar,Caprimulgus pectoralis,62ED1974CD8DF56F,Q1272657,19392,22730097,72360,2496865,finnig1,species,Caprimulgus pectoralis,Fiery-necked Nightjar,,,,,,
118.2,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,,Rare/Accidental,,,1806,Black-shouldered Nightjar,Caprimulgus (pectoralis) nigriscapularis,AB8E1D95F8A00A39,Q1273020,19491,,72359,2496904,bksnig1,species,Caprimulgus nigriscapularis,Black-shouldered Nightjar,025-002-017-018-001,,,,,
119,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,357,Montane Nightjar,Caprimulgus poliocephalus,FF9908ED0F651935,Q1265442,19518,22730103,72362,2496986,abynig1,species,Caprimulgus poliocephalus,Abyssinian Nightjar,025-002-017-019,,,,,
120,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,375,Swamp Nightjar,Caprimulgus natalensis,52E6406EFBF0A882,Q1266857,19440,22689972,72365,2496911,swanig1,species,Caprimulgus natalensis,Swamp Nightjar,025-002-017-022,,,,,
121,Caprimulgidae,Nightjars,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1826,Plain Nightjar,Caprimulgus inornatus,7C3959D678F5AA3C,Q1270252,19525,22689977,72366,2496848,planig1,species,Caprimulgus inornatus,Plain Nightjar,025-002-017-024,,,,,
122,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1836,Star-spotted Nightjar,Caprimulgus stellatus,CE884D492866FFDC,Q1262303,19381,22689981,,2496980,stsnig1,species,Caprimulgus stellatus,Star-spotted Nightjar,025-002-017-025,,,,,
123,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,374,Freckled Nightjar,Caprimulgus tristigma,E3C780D60CA690A6,Q1268116,19519,22689988,72369,2496926,frenig1,species,Caprimulgus tristigma,Freckled Nightjar,025-002-017-027,,,,,
124,Caprimulgidae,Nightjars,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,1816,Long-tailed Nightjar,Caprimulgus climacurus,A20EA34DD9C65727,Q1186108,19531,22690008,,2496964,lotnig1,species,Caprimulgus climacurus,Long-tailed Nightjar,025-002-017-032,,,,,
125,Caprimulgidae,Nightjars,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1814,Slender-tailed Nightjar,Caprimulgus clarus,54494BCEEF912531,Q1151271,19530,22690012,,2496937,sltnig1,species,Caprimulgus clarus,Slender-tailed Nightjar,025-002-017-033,,,,,
126,Caprimulgidae,Nightjars,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,376,Gabon Nightjar,Caprimulgus fossii,4FD242D01B5D5232,Q305090,19447,22690016,72376,2496905,sqtnig1,species,Caprimulgus fossii,Square-tailed Nightjar,025-002-017-034,,,,,
127,Caprimulgidae,Nightjars,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1838,Standard-winged Nightjar,Macrodipteryx longipennis,D36F4D980D23FDD7,Q27074767,339629,22690021,72377,7431467,stwnig1,species,Caprimulgus longipennis,Standard-winged Nightjar,025-002-017-035,,,,,
128,Caprimulgidae,Nightjars,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,377,Pennant-winged Nightjar,Macrodipteryx vexillarius,A526534E0230B258,Q27074770,339628,22690025,72378,7675358,pewnig1,species,Caprimulgus vexillarius,Pennant-winged Nightjar,025-002-017-036,,,,,
129,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,388,Mottled Spinetail,Telacanthura ussheri,8ACC245F174B13A5,Q1258895,6880,22686652,71720,2477121,motspi1,species,Telacanthura ussheri,Mottled Spinetail,027-003-003-001,,,,,
130,Apodidae,Swifts,,,,TRUE,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1686,Sabine’s Spinetail,Rhaphidura sabini,1E12D857F5AED7C5,Q1263917,6590,22686664,,5228606,sabspi1,species,Rhaphidura sabini,Sabine's Spinetail,027-003-004-002,,,,,
131,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,Rare/Accidental,,,389,Böhm's Spinetail,Neafrapus boehmi,0D52DFC7DE3C5BA0,Q1258885,6692,22686672,,2477344,balspi1,species,Neafrapus boehmi,Bat-like Spinetail,027-003-005-002,,,,,
132,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,904,Scarce Swift,Schoutedenapus myoptilus,89C5B5C486BD395B,Q1266075,6874,22686621,71713,2477333,scaswi1,species,Schoutedenapus myoptilus,Scarce Swift,027-005-001-001,,,,,
133,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,387,African Palm Swift,Cypsiurus parvus,483A2A51F4A5E37E,Q772286,6681,22686762,71745,2477093,afpswi1,species,Cypsiurus parvus,African Palm-Swift,027-005-005-001,,,,,
134,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,386,Alpine Swift,Tachymarptis melba,FA1CAD2906F7C845,Q40651640,144634,,,5228684,alpswi1,species,Apus melba,Alpine Swift,027-005-006-001,,,,,
135,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,382,Mottled Swift,Tachymarptis aequatorialis,91429F78AEFDFCA1,Q40651623,144635,,,5228639,motswi2,species,Apus aequatorialis,Mottled Swift,027-005-006-002,,,,,
136,Apodidae,Swifts,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,,,378,Common Swift,Apus apus,4E6EF3F983079D73,Q25377,6638,22686800,97,5228676,comswi,species,Apus apus,Common Swift,027-005-007-015,,,,,
137,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1676,Nyanza Swift,Apus niansae,2103011FC7579E11,Q902098,6630,22686811,71751,5228645,nyaswi1,species,Apus niansae,Nyanza Swift,027-005-007-008,,,,,
138,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,380,African Black Swift,Apus barbatus,DEE4829A06C57F8D,Q1272743,339935,22686819,71752,5228648,afrswi1,species,Apus barbatus,African Swift,027-005-007-010,,,,,
139,Apodidae,Swifts,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1674,Forbes-Watson’s Swift,Apus berliozi,45D3FD5A5FFCAFC1,Q1264567,6647,22686831,,5228699,fowswi1,species,Apus berliozi,Forbes-Watson's Swift,027-005-007-011,,,,,
140,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,385,Little Swift,Apus affinis,D209A90C8A90DA51,Q611324,6612,22686856,20701,5228662,litswi1,species,Apus affinis,Little Swift,027-005-007-007,,,,,
141,Apodidae,Swifts,,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,384,Horus Swift,Apus horus,FF79A533E7CD3CDF,Q1270680,144253,22724997,71759,5228640,horswi1,species,Apus horus,Horus Swift,027-005-007-005,,,,,
142,Apodidae,Swifts,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,383,White-rumped Swift,Apus caffer,FA9F60196383DBA2,Q179356,6619,22686882,26604,5228644,whrswi1,species,Apus caffer,White-rumped Swift,027-005-007-003,,,,,
143,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,197,African Water Rail,Rallus caerulescens,5B443EDEAEE8BB9D,Q1082137,248,22692498,72794,2474830,afrrai1,species,Rallus caerulescens,African Rail,031-002-009-009,,,,,
144,Rallidae,"Rails, Crakes and Gallinules",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,199,African Crake,Crex egregia,09A0F2EBC063CF30,Q1267654,,22692539,72800,5228155,afrcra1,species,Crex egregia,African Crake,031-002-020-001,,,,,
145,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,TRUE,TRUE,198,Corncrake,Crex crex,7E2572426E200D08,Q26017,443,22692543,18,4408498,corcra,species,Crex crex,Corn Crake,031-002-020-002,,,,,
146,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,203,Black Crake,Zapornia flavirostra,148F0B012CB5233A,Q28106640,508918,22692643,,2680976,blacra1,species,Zapornia flavirostra,Black Crake,031-002-031-004,,,,,
147,Rallidae,"Rails, Crakes and Gallinules",,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,TRUE,TRUE,202,Baillon’s Crake,Zapornia pusilla,34D5B04DE53894FF,Q28122879,508920,22692667,,2680976,baicra1,species,Zapornia pusilla,Baillon's Crake,031-002-031-006,,,,,
148,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,,TRUE,TRUE,201,Spotted Crake,Porzana porzana,460708F99737A6A2,Q194024,178,22692676,17,2474621,spocra1,species,Porzana porzana,Spotted Crake,031-002-030-005,,,,,
149,Rallidae,"Rails, Crakes and Gallinules",TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,200,Striped Crake,Amaurornis marginalis,13967506FE307148,Q28065477,508930,22692729,,2680976,strcra1,species,Amaurornis marginalis,Striped Crake,031-002-032-007,,,,,
150,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,208,Purple Swamphen,Porphyrio porphyrio,865C039E4B8BE80A,Q4862280,474333,,21007,6101147,purswa2,species,Porphyrio madagascariensis,African Swamphen,031-002-035-001,,,,,
151,Rallidae,"Rails, Crakes and Gallinules",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,209,Allen's Gallinule,Porphyrio alleni,53288666B2C70F88,Q746632,522,22692816,,4408502,allgal1,species,Porphyrio alleni,Allen's Gallinule,031-002-035-005,,,,,
152,Rallidae,"Rails, Crakes and Gallinules",,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,210,Common Moorhen,Gallinula chloropus,8F82FF8C30667D90,Q18847,201282,62120190,195,5228199,commoo3,species,Gallinula chloropus,Eurasian Moorhen,031-002-037-002,,,,,
153,Rallidae,"Rails, Crakes and Gallinules",TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,211,Lesser Moorhen,Gallinula angulata,A927C1AE78492E6B,Q966683,361,,,5228198,lesmoo1,species,Paragallinula angulata,Lesser Moorhen,031-002-037-005,,,,,
154,Rallidae,"Rails, Crakes and Gallinules",,TRUE,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,212,Red-knobbed Coot,Fulica cristata,53235FDC4FC130F5,Q748033,487,22692907,72858,2474381,rekcoo1,species,Fulica cristata,Red-knobbed Coot,031-002-039-001,,,,,
155,Sarothruridae,Flufftails,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,1944,White-spotted Flufftail,Sarothrura pulchra,6EF64F69C7CD0009,Q1271563,334,22692215,,5228167,whsflu1,species,Sarothrura pulchra,White-spotted Flufftail,032-001-001-001,,,,,
156,Sarothruridae,Flufftails,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,206,Buff-spotted Flufftail,Sarothrura elegans,E75BA92C49B2915B,Q1030296,349,22692219,72735,5228161,busflu1,species,Sarothrura elegans,Buff-spotted Flufftail,032-001-001-002,,,,,
157,Sarothruridae,Flufftails,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,205,Red-chested Flufftail,Sarothrura rufa,10B565440424A261,Q1269327,352,22692223,72736,5228157,recflu1,species,Sarothrura rufa,Red-chested Flufftail,032-001-001-003,,,,,
158,Sarothruridae,Flufftails,TRUE,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,,,892,Streaky-breasted Flufftail,Sarothrura boehmi,EBA9F2C4AC6931EC,Q1273589,348,22692232,72738,5228175,stbflu1,species,Sarothrura boehmi,Streaky-breasted Flufftail,032-001-001-005,,,,,
159,Sarothruridae,Flufftails,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,,207,Striped Flufftail,Sarothrura affinis,D4A066EAF33FCE78,Q388494,339,22692236,72739,5228164,strflu1,species,Sarothrura affinis,Striped Flufftail,032-001-001-006,,,,,
160,Heliornithidae,Finfoots,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,213,African Finfoot,Podica senegalensis,46DECAEEE5908123,Q261286,62,22692177,72725,2474345,afrfin1,species,Podica senegalensis,African Finfoot,033-001-001-001,,,,,
161,Gruidae,Cranes,,,,,,,,,,,,,,,,,,,,,,,,Endangered,,TRUE,TRUE,214,Grey Crowned Crane,Balearica regulorum,D10CAC5DE781E990,Q335992,53,22692046,20475,5228229,grccra1,species,Balearica regulorum,Gray Crowned-Crane,036-001-001-001,,,,,
162,Gruidae,Cranes,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,,TRUE,TRUE,1918,Black Crowned Crane,Balearica pavonina,31413BFF6469FEB6,Q379761,50,22692039,72715,5228232,blccra1,species,Balearica pavonina,Black Crowned-Crane,036-001-001-002,,,,,
163,Gruidae,Cranes,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,TRUE,TRUE,1920,Demoiselle Crane,Anthropoides virgo,64DDD14DF2EB9B39,Q191683,144287,22692081,1595,2474936,demcra1,species,Anthropoides virgo,Demoiselle Crane,036-002-003-003,,,,,
164,Gruidae,Cranes,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,Least Concern,Rare/Accidental,TRUE,TRUE,1922,Common Crane,Grus grus,99B8841E764117B1,Q4764,41,22692146,19,2474950,comcra,species,Grus grus,Common Crane,036-002-003-006,,,,,
165,Burhinidae,Thick-knees,,,,,,,,,,,,TRUE,,,,,,,,,,,,Least Concern,Rare/Accidental,TRUE,TRUE,1998,Stone-curlew,Burhinus oedicnemus,C7DB323E37CEDBE6,Q184834,4923,45111439,21,2482100,eutkne1,species,Burhinus oedicnemus,Eurasian Thick-knee,055-001-001-001,,,,,
166,Burhinidae,Thick-knees,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,2000,Senegal Thick-knee,Burhinus senegalensis,85DF723B9BCC152F,Q922125,4928,22693580,,2482099,setkne1,species,Burhinus senegalensis,Senegal Thick-knee,055-001-001-002,,,,,
167,Burhinidae,Thick-knees,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,274,Water Thick-knee,Burhinus vermiculatus,96CCAFEE83A0F557,Q263426,4926,22693584,72949,2482095,watkne1,species,Burhinus vermiculatus,Water Thick-knee,055-001-001-003,,,,,
168,Burhinidae,Thick-knees,,,,,,,,,,,,,,,,,,,,,,,,Least Concern,,TRUE,TRUE,275,Spotted Thick-knee,Burhinus capensis,862F6F04186871A8,Q1002588,4922,22693589,72950,2482097,sptkne1,species,Burhinus capensis,Spotted Thick-knee,055-001-001-004,,,,,
169,Pluvianidae,Egyptian Plover,,,,,,,,,,,,,,TRUE,,,,,,,,,,Least Concern,Rare/Accidental,,,2032,Egyptian Plover,Pluvianus aegyptius,1B28A4B6389473D3,Q835119,4609,22694086,881,2480762,egyplo1,species,Pluvianus aegyptius,Egyptian Plover,057-001-001-001,,,,,
170,Haematopodidae,Oystercatchers,,,,,,,,,,,,TRUE,,,,,,,,,,,,Near Threatened,,TRUE,TRUE,894,Eurasian Oystercatcher,Haematopus ostralegus,ED66316522B99A30,Q25928,4843,22733462,173,2480268,euroys1,species,Haematopus ostralegus,Eurasian Oystercatcher,058-001-001-006,,,,,
171,Recurvirostridae,Stilts and Avocets,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,Least Concern,,TRUE,TRUE,270,Black-winged Stilt,Himantopus himantopus,3CAEB7CEEC7FFF50,Q178821,4835,22727969,332,5229126,bkwsti,species,Himantopus himantopus,Black-winged Stilt,059-002-001-001,,,,,
